strežba,5.07,cerklje na gorenjskem,1,dlje časa (občasno),dopoldan,začasno in občasno delo,Delo poteka v šanku na spodnji postaji gondole na Krvavec. Zaželene so izkušnje s strežbo. 
strežba,5.50,maribor,2,dlje časa (občasno),izmensko,začasno in občasno delo,"Iščejo pridne ter zanesljive punce in fante za delo v prijetnem in urejenem lokalu pod Pohorjem. Pogoj je starost nad 18 let. Zaželene so izkušnje v strežbi pijač. Če želiš biti del ekipe, jih pokliči. "
strežba,5.50,maribor,2,dlje časa (občasno),izmensko,začasno in občasno delo,"Iščejo pridne ter zanesljive punce in fante za delo v prijetnem in urejenem lokalu. Pogoj je starost nad 18 let. Zaželene so izkušnje v strežbi pijač. Če želiš biti del ekipe, jih pokliči. "
delo na terenugeodetske storitve,5.07,ljubljana,2,dlje časa (občasno),dopoldan,začasno in občasno delo,Potrebujejo osebo za terenska občasna geodetska dela. Izkušnje ter smer izobraževanja geodezija niso pogoj. Prijave sprejemajo na elektronski naslov. 
delo v delavnici,5.00,gomilsko,2,31. 12. 2019,dopoldan,začasno in občasno delo,"Podjetje potrebuje zanesljivi, natančni in odgovorni osebi za pomožna dela v mizarski delavnici. Delo zajema ročno brušenje, leplenje, ipd. Izkušnje niso potrebne, so pa zaželene. Dela se le v dopoldanskem času. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja. "
delo v kuhinji,4.51,kranj,1,po dogovoru,izmensko,začasno in občasno delo,Podjetje išče osebo za delo v kuhinji. 
strežba,4.65,kamnik,1,dlje časa (občasno),izmensko,začasno in občasno delo,"Prijeten lokal iz Kamnika išče polnoletno osebo za delo v strežbi. Delo je fleksibilno, nedelje in prazniki prosto. Izkušnje niso pogoj, so pa zaželene. "
pomoč v kuhinji,4.13,ljubljana,2,po potrebi in dogovoru,dopoldan,začasno in občasno delo,Za pomoč v kuhinji vrtca potrebujejo dve osebi. 
delo v kuhinji,4.13,celje,1,po dogovoru,dopoldan,začasno in občasno delo,V vrtcu iščejo osebo za pomoč v kuhinji. Pogoj je starost nad 18 let. Zaželene so izkušnje z delom v kuhinji. Delo bo potekalo po dogovoru. 
pomočnik vzgojiteljice/vzgojitelja,4.13,ljubljana bežigrad,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Delo pomočnika vzgojitelja. Pogoj je, da je oseba študent/ka predšolske vzgoje. Za prijavo pokličite med 8. in 15. uro. "
prodaja,4.13,celje,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,Za občasno delo med tednom in vikendi iščejo osebo za pomoč pri prodaji obutve. Pogoji: starost nad 19 let ter izkušnje v prodaji in pri delu na blagajni. Interesenti pokličite na kontakt podjetja. 
strežba,5.20,maribor,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje potrebuje dve osebi za pomoč v strežbi. Izkušnje so pogoj. Plačilo: 6, 15 € bruto/h + napitnina. Redno plačilo. "
lažja fizična delafizična dela,5.00,rogaška slatina,3,dlje časa (občasno),dopoldan,začasno in občasno delo,Podjetje potrebuje polnoletno osebo za pomoč pri delu v betonarni. Malica je zagotovljena. 
delo v proizvodnji,4.50,maribor,2,dlje časa (občasno),dopoldan,začasno in občasno delo,Podjetje potrebuje osebo za pomoč v proizvodnji. Malica je zagotovljena. Proizvodnja obratuje vse dni v tednu od ponedeljka do petka. Pričetek dela je ob 7. uri. 
delo v proizvodnji,4.50,maribor,2,dlje časa (občasno),dopoldan,začasno in občasno delo,"Podjetje potrebuje vestno in zanesljivo osebo za pomoč v proizvodnji - zalaganje stroja, merska kontrola izdelkov in čiščenje ulitkov. Pričetek dela je ob 7. uri. Pogoj je starost nad 18 let. Zaželene so izkušnje. Poleg urne postavke vam pripada tudi malica. Za prijavo pokličite na kontaktno številko.  "
pomoč v kuhinji,5.50,"ljubljana, bežigrad",1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"V prijetnem lokalu za Bežigradom potrebujejo študenta/tko za pomoč v kuhinji. Delo vsebuje predvsem hitro prehrano. Izkušnje so zaželene, niso pa pogoj. "
strežba hrane in pijače,5.00,"ljubljana, bežigrad",3,dlje časa (občasno),med vikendom,začasno in občasno delo,"V prijetnem lokalu za Bežigradom potrebujejo več oseb za delo ob popoldnevih, ter predvsem za vikende. Izkušnje so zaželene, niso pa pogoj. "
elektrotehnična deladelo na terenu,5.49,dravograd,2,cca. dva meseca,dopoldan,začasno in občasno delo,"Za delo na terenu podjetje išče osebi z elektrotehnično izobrazbo ali z izkušnjami na področju kabliranja in priklopov svetil. Delo bo potekalo skupno cca. nekaj tednov, predvidoma do 24. 12. . Pričetek dela bo po dogovoru, verjetno od 11. novembra dalje. Organiziran je prevoz na relaciji Šentjur-Celje-Velenje-Slovenj Gradec-Dravograd. "
vaditelj,12.67,ljubljana,2,dolgoročno ,popoldan,začasno in občasno delo,"K sodelovanju vabijo študente/-ke Fakultete za šport, kineziologe za vodenje skupinske vadbe. "
pomoč v kuhinji,4.13,domžale,1,po dogovoru,dopoldan,začasno in občasno delo,Zaželene izkušnje z delom kuharskega pomočnika; starost minimalno 18 let. 
fizična dela,5.00,ljubljana z okolico,3,dlje časa (občasno),izmensko,začasno in občasno delo,"Podjetje potrebuje polnoletne osebe za delo na terenu (pomoč pri montaži klima naprav, podajanje in nošenje orodja). Delo je občasno na višini. 
Zahteva se poznavanje orodja, veselje do timskega dela, resnost in točnost. 
Če izpolnjuješ zahteve, obljubljajo stimulativno dodatno plačilo za pridnost. "
pomoč pri prodaji,4.13,novo mesto,1,dlje časa (občasno),izmensko,začasno in občasno delo,Trgovina z obutvijo in galanterijo išče osebo za pomoč pri prodaji in svetovanju strankam. Delovni so tudi vikendi. Izkušnje niso pogoj. Za prijavo pokliči. 
programiranje,11.50,ljubljana,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje urgentno išče osebo z znanjem META KOCKE ali podobnih ERP sistemov v ang. jeziku. Delo je lahko projektno, hkrati pa je možnost dolgoročnega sodelovanja. Pošteno plačilo, za takojšnjo pomoč! Več info na e- naslovu ali GSM. "
pomoč pri prodaji,5.07,trebnje,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje išče osebo za logistiko urejanja dokumentov. Zahteve: redoljubnost, natančnost, sposobnost delati v skupini in pripravljenost na izzive. Opis delovnih nalog: dispozicija, naklada/razklada vozil,  izpolnjevanje CMR dokumentov, urejanje razstavnega salona, pomoč pri marketingu, kurirska dela, prijava/odjava vozil in izdajanje računov. Prijave sprejemajo na elektronski naslov ali na telefon. "
pomoč v kuhinji,PO DOGOVORU,lesce,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,Pomoč v kuhinji mehiške restavracije. Delovni čas in vse ostalo je po dogovoru. Možnost redne zaposlitve. 
delo v logistiki,5.07,po terenu,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje potrebuje vestne osebe z vozniškim izpitom v Ljubljani in po Sloveniji. Delo obsega delo v skladišču in vožnja kombija po Sloveniji. Pogoj je polnoletnost. Poleg urne postavke nudijo plačilo za čas prevoza na delo, poleg tega povrnejo tudi stroške prevoza. Izkušnje so zaželene. "
strežba,4.13,ljubljana,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,Potrebujejo polnoletno osebo za delo v strežbi. Zaželene izkušnje v strežbi. Lokal obratuje od ponedeljka do petka od 8 - 21. ure ob sobotah in nedeljah pa od 8. 30 - 20. ure. 
strežba,5.00,ljubljana,2,dlje časa (občasno),izmensko,začasno in občasno delo,"V prijetni kavarni v blokovskem naselju Zupančičeva jama za Bežigradom zaposlijo fanta ali punco za strežbo. Zaželene izkušnje, v kolikor jih ni,  jih boš pridobil/a. Če si vedno nasmejan/a, imaš rad/a delo s stalnimi gosti, se rad/a učiš in si urejen/a hkrati pa odgovoren/a bodo veseli tvojega klica, maila in časa za razgovor, da se jim bolje predstaviš. "
prodaja,4.13,maribor,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,Iščejo komunikativno in zanesljivo osebo za pomoč pri prodaji oblačil in modnih dodatkov. 
administrativna delapisanje besedil,PO DOGOVORU,celje,1,"dlje časa (občasno), po potrebi",dopoldan,začasno in občasno delo,"Podjetje potrebuje polnoletno, natančno ter zanesljivo osebo za pomoč v administraciji. Pogoja; dobro poznavanje slovenskega jezika ter smisel za oblikovnje tekstov, spisanih na osnovi opornih točk in dane vsebine. Plačilo je stimulativno, po dogovoru. Interesenti naj pošljejo vlogo na kontakt podjetja. "
strežba,5 EUR/NETO,šmarca - kamnik ,2,dlje časa (občasno),popoldan,začasno in občasno delo,"Točilnica v svojo ekipo vabi osebe, željne znanja o pivu in novih izkušnjah. Če si oseba starejša od 19 let, samoiniciativna, komunikativna in delavna, si prava oseba za njihov kolektiv. Nudijo stimulativno delo v prijetnem okolju. Izkušnje v strežbi niso pogoj, so pa zaželene. "
pomoč pri prodaji,5.00,ljubljana,1,dlje časa (občasno),izmensko,začasno in občasno delo,Pomoč pri prodaji kruha. Pogoj je starost nad 20 let. Kliči med 11. in 15. uro. 
strežba,5.00,maribor,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje potrebuje prijetno, komunikativno osebo za delo v strežbi. Delo poteka v urejenem in prijetnem lokalu v bližini fakultet. Osnove dela v gostinstvu obvezne. Delo je izmensko ali po dogovoru. "
strežba,5.00,podgorci,2,do 31. 12. 2019,izmensko,začasno in občasno delo,"Podjetje potrebuje polnoletni, komunikativni ter zanesljivi osebi za delo in pomoč v strežbi. Delovnik je v dopoldanskem in popoldanskem času, oz. po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja. "
negovanje,6.00,ljubljana vrhovci,2,dlje časa (občasno),izmensko,začasno in občasno delo,"Izvajanje osebne asistence: asistenca pri negi in osebni higieni, hranjenju in pitju, IKT-ju, gibanju, v gospodinjstvu, skrbi za bivanjski prostor, asistenca pri strokovnemu delu (pomoč pri branju, tipkanju, spremstvo na konference in izobraževanja, prostočasnih aktivnostih - sprehajanje psa, obisk dogodkov . . . ). Obvezen izpit B kategorije. CV in motivacijsko pismo sprejemajo na elektronski naslov. Možnost kasnejše zaposlitve. "
strežba hrane in pijače,4.22,"ljubljana, center",3,dlje časa (občasno),popoldan,začasno in občasno delo,"Iščejo prijazne osebe za delo v strežbi. Izkušnje so zaželene, pričakujejo pa osebno urejenost, prijaznost, komunikativnost ter smisel za red in čistočo. Za več informacij jih kontaktirajte. "
pomoč pri prodaji,5.07,"ljubljana, btc",2,dlje časa (občasno),izmensko,začasno in občasno delo,Na prevzemnem mestu BTC iščejo študente za pomoč pri izdaji blaga strankam. Zaželeno poznavanje dela z blagajno. Prijave na e- naslov. 
strežba,5.20,škofja loka,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje išče osebo za delo v prijetnem lokalu, ki ima obratovalni čas od 7. 00 do 20. 00, ob sobotah do 15. 00 in nedelje do 12. 00.  Delovni čas po dogovoru s podjetjem. "
pomoč v kuhinji,6.00,radovljica ,2,dlje časa (občasno),med vikendom,začasno in občasno delo,"Ena najboljših gorenjskih gostiln širi svojo ekipo. Radi bi dali priložnost nadobudnim mladim, polnim idej in zagnanosti. Izkušnje z delom v gostinstvu so zaželene. Možnost štipendije in kasneje redne zaposlitve. "
pomočnik vzgojiteljice/vzgojitelja,4.13,kamnik,5,dlje časa (občasno),dopoldan,začasno in občasno delo,Vrtec potrebuje polnoletne osebe za delo pomočnik vzgojitelja. Pogoj: končana srednja vzgojiteljska šola. Pričetek dela je možen takoj. Delo poteka po enotah vrtca na območju občine Kamnik. 
pomoč v kuhinji,4.13,vrtec šentvid,1,dlje časa (občasno),dopoldan,začasno in občasno delo,Za pomoč v kuhinji potrebujejo polnoletno osebo za delo v dopoldanskem času. 
vzdrževanje,5.92,sladki vrh,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje potrebuje študenta/ko višjega letnika strojne smeri za delo v enoti vzdrževanja (priprava teh. dokum., priprava planov vzdržev., izris strojnih elementov, sodelovanje pri rekonstrukcijah in popravilih). Pogoji: komunikativnost, angleški, nemški ali hrvaški jezik, Office orodja, AutoCad orodja. Delovni čas je po potrebi in dogovoru. Prijave pošljite na e-mail ali pokličite na kontakt. "
strežba,4.13,ljubljana,1,dlje časa (občasno),popoldan,začasno in občasno delo,"V dnevni kavarni Mojster caffe iščejo zanesljivo osebo s smislom in veseljem do dela s strankami, ki bi se pridružila prijaznemu, nasmejanemu, energičnemu ter sproščenemu kolektivu. Delo zajema strežbo ter pripravo toplih in hladnih napitkov, kot tudi pripravo svežih in hitrih malic. Delovni čas kavarne je do 20. ure. Izkušnje niso pogoj. Možnost povišanja urne postavke. "
delo s strankami,9.00,slovenija,2,po dogovoru,izmensko,začasno in občasno delo,"Potrebujejo osebe za delo na stojnicah v trgovinskih centrih, po vseh krajih v Sloveniji. "
strežba,4.99,nove jarše,4,dlje časa (občasno),po dogovoru,začasno in občasno delo,Zaželene so izkušnje. Streže se samo pijača. Lokal je odprt od 6. do 22 ure. 
delo v laboratoriju,5.07,mengeš,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Znano farmacevtsko podjetje potrebuje študenta/tko 1. ali 2. bolonjske stopnje študija (kemija, biokemija, kemijska tehnologija/inženirstvo, farmacija) za delo v razvojnem laboratoriju (izvajanje rutinskih in razvojnih analitskih metod na avtomatskem pipetirnem sistemu). Pričetek dela 1. 1. 2020. Prijavo s CV na e-naslov. "
informacijsko komunikacijska delasistemski administrator,5.49,kamnik,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Osnovna dela sistemskega administratorja: programsko postavljanje in nastavljanje računalnikov, po potrebi strežniških sistemov, pomoč uporabnikom pri uporabi IKT opreme ter PIS; znanja iz MS Windows platforme ter MS Office 365 programskega paketa, poznavanje osnove mrežnih protokolov in nastavitev, znanja iz nastavljanja mrežne opreme in mobilne telefonije (Android), slovenski in angleški jezik. "
delo v laboratoriju,5.07,mengeš,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Znano farmacevtsko podjetje potrebuje študenta/tko 2. bolonjske stopnje naravoslovno-tehnične smeri študija (kemija, biokemija, kemijsko inženirstvo /tehnologija, farmacija) za delo v laboratoriju (razvoj/testiranje novih analitskih metod in laboratorijskih procesov). Pričetek dela 1. 12. 2019. Prednost kandidati z poznavanjem Visul Basic skriptnega programa. Prijavo s CV pošljite na e-naslov. "
programiranje,PO DOGOVORU/SPECIFIKACIJI,celje,2,"dlje časa (občasno), po dogovoru in potrebi",po dogovoru,začasno in občasno delo,"Za delo na različnih spletnih projektih iščejo študenta/ki z naprednim praktičnim znanjem spletnega programiranja, ter z željo po učenju in napredovanju. Tehnologije in znanja, ki jih delo zahteva so: dobro poznavanje HTML5, CSS in JavaScript. Dokazljivo praktično poznavanje orodij/tehnologij Angular in TypeScript in drugih sodobih orodij je dodaten plus. Vloge spejemajo na e-naslov pojetja. "
fizična delaopravila različnih del v proizvodnji,4.65,ljubljana,1,dlje časa (občasno),izmensko,začasno in občasno delo,"Znano farmacevtsko podjetje potrebuje polnoletno osebo za fizična dela v proizvodnji (manipulacija z izdelkom v proizvodnji, praznjenje izdelkov v/iz strojne opreme, fizična pomožna dela na obratu). Delo je tro ali štiri izmensko.  Plačilo za dnevno delo 5, 5 € bruto, plačilo za nočno delo 7 € bruto. Prijavo s CV pošlji na e-naslov. "
strežba hrane in pijače,6.00,litija,3,dlje časa (občasno),izmensko,začasno in občasno delo,"Iščejo urejeno, kumunikativno, odgovorno, zanesljivo osebo za delo v strežbi za daljše obdobje. Zaželjene izkušnje, niso pa pogoj. "
pomoč pri prodaji,4.22,ljubljana vič,1,dlje časa (občasno),izmensko,začasno in občasno delo,"Podjetje išče polnoletno osebo za pomoč pri prodaji v trgovini z otroškimi modnimi oblačili.  Zaželene so izkušnje v prodaji in veselje do dela z ljudmi, delovni čas je fleksibilen. Plačilo za nedeljsko delo 6 €/h bruto (5, 07 € neto). Prijave s opisom delovnih izkušenj pošlji na e-mail. "
čiščenje,4.65,nova gorica,2,dlje časa (občasno),izmensko,začasno in občasno delo,Podjetje potrebuje 2 študenta za čiščenje vlakov in prostorov. Delavnik je po dogovoru. 
telefonski marketing,4.70,ptuj,1,dlje časa (občasno),izmensko,začasno in občasno delo,Podjetje z dolgo in bogato tradicijo poslovanja s področja korekcije in zaščite vida potrebuje osebo za telefonski marketing. 
čiščenje,4.65,"sevnica, brežice",1,do konca novembra 2019,dopoldan,začasno in občasno delo,Za čiščenje poslovnih in javnih prostorov potrebujejo polnoletno osebo. Pogoja sta zanesljivost in redoljubnost. Delo se lahko opravlja takoj. 
delo s strankami,5.50,ljubljana,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Zaradi povečanega obsega dela potrebujejo zanesljive polnoletne osebe za pomoč pri upravljanju s kupci. Delo bo zajemalo komuniciranje s strankami, administrativna dela (priprava ponudb in pogodbene dokumentacije, izdelava računov, analiza obstoječih kupcev, sodelovanje pri izvedbi projektov skupaj z ostalimi oddelki). . Pogoji: poznavanje MS Office, komunikativnost, samostojnost, natančnost, samoiniciativnost veselje do dela. Vozniški izpit B-kategorije je zaželen. Prijave sprejemajo na e-mail. "
urednik spletnih vsebin,5.50,ljubljana,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Delo obsega: digitalni marketing
(obdelava in optimiziranje spletne strani, izdelava reklamnih oglasov za objavo v medijih, izdelava bannerjev oz. letakov, delo na socialnih omrežjih, delo na sedežu podjetja, fotografiranje artiklov). Pogoji: dobro poznavanje socialnih omrežij, Photoshop-a, Html kode, obdelava spletnih strani. 
"
delo v proizvodnji,5.49,koper - capodistria,4,dlje časa (občasno),dopoldan,začasno in občasno delo,Delo v proizvodnji - sestavljanje in čiščenje izdelkov. 
elektrotehnična dela,5.07,grosuplje -teren,1,po dogovoru,dopoldan,začasno in občasno delo,Potrebujejo pridno osebo z nekaj delovnimi izkušnjami na področju elektro inštalacij. Začnejo ob 7. uri zjutraj. Delo je terensko. 
prodaja,4.65,ljubljana ,2,dlje časa (občasno),izmensko,začasno in občasno delo,Potrebujejo več oseb za prevzem in prodajo izdelkov modne blagovne znamke. Zaželene so delovne izkušnje v prodaji ter razpoložljivost za delo. 
pomoč v strežbi,4.13,šentjur,1,"dlje časa (občasno), po dogovoru in potrebi",izmensko,začasno in občasno delo,"Podjetje potrebuje polnoletno, komunikativno in zanesljivo osebo za strežbo v prijetnem ambientu nakupovalnega centra. Delovnik poteka le med tednom, do 21. ure, oz. po dogovoru. Interesenti naj pokličejo na kontakt podjetja. "
strežba,5.00,kranj,1,po dogovoru,po dogovoru,začasno in občasno delo,"Podjetje išče prijazno, zanesljivo in marljivo polnoletno osebo za delo v kavarni in/ali na večernih zabavah kluba. Delo zajema strežbo pijače in prigrizkov, promocijo dogodkov, timsko delo ter ostale naloge po navodilu vodstva. Zaželene so izkušnje. Čas dela je popolnoma fleksibilen in po dogovoru. "
administrativna dela,4.50,ljubljana,1,"dlje časa (občasno), fleksibilnen delovnik",izmensko,začasno in občasno delo,"Delovne naloge obsegajo administrativna dela, sprejem strank, distribucijo pošte, pomoč ostalim oddelkom družbe (marketing, finance, IT). Pogoji: tekoče znanje slovenskega in angleškega jezika. Zaželeno: znanje hrvaškega ali srbskega jezika in veselje do dela s številkami in/ali socialnimi omrežji. CV v angleškem jeziku sprejemajo na spletni strani družbe, pod objavo Administrative Intern ali na e-mail. "
pomoč pri prodaji,4.50,ljubljana ,1,"dlje časa (občasno), po dogovoru in potrebi",izmensko,začasno in občasno delo,"Podjetje potrebuje polnoletno in vestno osebo z veseljem do dela s kozmetiko, ter izkušnjami pri ličenju in prodaji. Delovnik poteka v dopoldanskem in popoldanskem času, oz. po dogovoru in potrebi. Pred pričetkom dela je uvajanje obvezno. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja. "
pomoč v strežbi,5.00,polzela,2,"dlje časa (občasno), po dogovoru in potrebi",izmensko,začasno in občasno delo,"Podjetje potrebuje polnoletni, komunikativni, vestni in zanesljivi osebi za delo v strežbi. Pogoja; lasten prevoz ter izkušnje pri podobnih delih. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja. "
delo na bencinskem servisu,4.13,dramlje,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje potrebuje polnoletni, vestni in komunikativni osebi za delo, pomoč na bencinskem servisu. Delovni čas je po dogovoru. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja. "
ročna delaslaščičar,4.22,čadovlje pri tržiču,3,do 31. 12. 2019,dopoldan,začasno in občasno delo,Podjetje išče kandidate za pomoč v slaščičarski delavnici. 
pomoč pri prodaji,5.00,koper,1,dlje časa (občasno),izmensko,začasno in občasno delo,Podjetje išče polnoletne osebe za prodajo copat v nakupovalnih centrih. Zaželene izkušnje v prodaji. Podjetje ponuja poleg plačila tudi stimulacijo. Dela se tudi ob vikendih. Prijave sprejemajo na telefon. 
pospeševanje prodaje,6.00,nova gorica z okolico,3,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje išče svetovalko/ca za prehranska dopolnila v lekarnah in specializiranih trgovinah. Pogoji: komunikativnost, odprtost, prodajna usmerjenost, ljubezen do nutricionizma in zdravega načina življenja, odgovornost ter veliko prostega časa, starost nad 22 let, lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Ob uspešnosti se urna postavka začne zviševati. Povrnejo tudi potne stroške 0, 14 €/km. Pošlji CV na e-mail. "
prodajasvetovanje pri prodaji,4.23,kranj,1,dlje časa (občasno),izmensko,začasno in občasno delo,"Ponudnik telekomunikacijskih storitev v Kranju išče pridne študente za pomoč pri prodaji. Delo na servisu, nastavitve mobilnih aparatov, kopiranje podatkov in pomoč pri nastavitvi aplikacij (novi produkt NEO). Začetno plačilo 5 € bruto, z možnostjo stimulativnega plačila do 7 € bruto. Pogoj je starost nad 18 let. Prijavi s Cv na mail s pripisom na delo v KRANJ. "
delo v logistiki,4.22,nazarje,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Zaradi povečanega obsega dela potrebujejo v oddelku logistike pomoč študenta/ke. Zaželeno je nekaj logističnega predznanja. Študentu/ki v podjetju pripada topla malica. Pri prijavi navedite, da se prijavljate na študentsko delo v logistiki. "
poučevanje,9.00,ljubljana z okolico,2,dlje časa (občasno),popoldan,začasno in občasno delo,"Potrebujejo študenta - absolventa z razpoložljivim časom po 14. uri ob ponedeljkih in sredah ter ob petkih po 17. 30 , za pomoč oz. delo na njihovih delavnicah. Lasten prevoz oz. avto je obvezen, saj gre za vožnje do OŠ Vrhovci, OŠ Brezovica pri Ljubljani in OŠ Grosuplje. "
čiščenje,5.00,ljubljana,1,dlje časa (občasno),dopoldan,začasno in občasno delo,"Iščejo študenta/-ko za čiščenje poslovnih prostorov 1x na teden, nekaj ur. Za uro in dan so prilagodljivi, saj se delo lahko opravlja med ponedeljkom in petkom, med 8:00 in 16:00 uro. Delo zajema sesanje in pomivanje tal, čiščenje stranišč, čiščenje kuhinjskih in pisarniških prostorov, čiščenje steklenih vrat, polic, odnašanje smeti in podobno. CV-je pričakujejo po e-mailu. "
delo v kuhinji,7.00,trnovec pri medvodah,1,dlje časa (občasno),med vikendom,začasno in občasno delo,"Iščejo kuharja za delo v prijetnem gostinskem lokalu. Obratujejo samo med vikendom in pričakujejo pripravljenost delati večino (ne nujno vseh) vikendov. Zaželeno, da je kuhar samostojen, če ni pa, da je priden in ga lahko tudi priučijo. Možnost tudi višje urne postavke. "
poučevanje,10.00,ljubljana,3,dlje časa (občasno),po dogovoru,začasno in občasno delo,Iščejo naravne govorce angleščine za poučevanje angleščine v podjetjih. Prednost imajo študenti višjih letnikov. 
delo v skladišču,5.00,ljubljana dobrunje,1,dlje časa (občasno),izmensko,začasno in občasno delo,Podjetje potrebuje polnoletnega kandidata za delo v skladišču z rezervnimi avtomobilskimi deli. Pogoji: zanesljivost in natančnost. Pokliči. 
komercialna delatehnična pomoč,5.07,ljubljana,3,dlje časa (občasno),dopoldan,začasno in občasno delo,"Podjetje išče polnoletne osebe za delo v komerciali in za tehnično pomoč. Želijo kandidate, ki so željni novega znanja, ki jih zanima oz. imajo osnovno znanje risanja v AvtoCAD-u (možnost priučitve). Zaželena tehnična smer izobrazbe, ni pa pogoj. Nudijo možnost redne zaposlitve. Prijavo pošlji na e-mail. "
strežba,4.99,ljubljana,2,dlje časa (občasno),izmensko,začasno in občasno delo,"Nudijo delo v prijetni kavarni med spoštljivim in prijetnim kolektivom. Če si urejen/a, komunikativen/na in te veseli delo z ljudmi, te z veseljem sprejmejo na razgovor. Izkušnje so zaželene, niso pa nujne. "
delo v proizvodnji,4.13,jesenice,5,dlje časa (občasno),dopoldan,začasno in občasno delo,"Podjetje išče osebe za zavijanje izdelkov, pakiranje v škatle, izdelovanje škatel, luščenje zaščitne folije z izdelkov, luščenje nalepk, lepljenje nalepk in izdelkov. Pogoj je starost nad 18 let. "
strežba,5.00,hoče-slivnica,1,dlje časa (občasno),izmensko,začasno in občasno delo,"Podjetje potrebuje osebo za strežbo. Pogoji: starost nad 18 let, izkušnje pri delu v strežbi in lasten prevoz. "
pomoč pri prodajidelo v trgovini,5.07,kranjska gora,2,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Podjetje išče več polnoletnih oseb za delo v trgovini (blagajna in polnjenje polic). Nedeljska urna postavka je 7, 20 € bruto. "
telefonski marketing,4.70,maribor,1,dlje časa (občasno),izmensko,začasno in občasno delo,Podjetje z dolgo in bogato tradicijo poslovanja s področja korekcije in zaščite vida potrebuje osebo za telefonski marketing. 
pomoč pri prodaji,5.00,ljubljana,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Iščejo prijaznega, komunikativnega, urejenega študenta za pomoč pri prodaji v trgovini z mobilno telefonijo. Delo je razgibano, zanimivo, v urejenem okolju z rednim plačilom. Študenta bodo rabili predvsem ob vikendih in med tednom. Če vas zanima delo v urejenem kolektivu z rednim plačilom, jim pišite na email. "
pomoč pri prodaji,4.13,nova gorica,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,Podjetje potrebuje eno polnoletno osebo za pomoč pri prodaji in skrb za trgovino. 
telefonist,4.50,ljubljana ,1,dlje časa (občasno),dopoldan,začasno in občasno delo,Podjetje išče študenta/ko za telemarketing in sicer za iskanje potencialnih strank preko spleta in nato vabljenje na platformo. Pričetek dela čimprej oziroma po dogovoru. Prošnje pošljite na elektronski naslov. 
strežba,5.00,logatec,2,dlje časa (občasno),med vikendom,začasno in občasno delo,"Iščejo prijazni, komunikativni in pošteni osebi za delo v manjšem baru. Pogoj je starost nad 18 let. "
asistent,4.50,ljubljana,1,dlje časa (občasno),po dogovoru,začasno in občasno delo,"Delo zajema: skrb za marketinške materiale, priprava marketinških materialov za dogodke(zlaganje, pakiranje, sortiranje in logistika), vpisovanje in urejanje kontaktov za vnos v HubSpotr, pomoč pri vodenju budgeta, pomoč pri organizaciji, pomoč pri zbiranju ponudb, nabava pripomočkov, pošiljanje materialov, druga operativna dela. Pogoji: znanje ang, vozniško dovoljenje, delavnost, . . Prijave+CV na mail. "
telefonist,4.65,maribor,2,dlje časa (občasno),dopoldan,začasno in občasno delo,"Podjetje potrebuje 2 osebi za delo telefonista (ne gre za prodajo). Pričetek dela je ob 8. uri. Pogoji: starost nad 18 let, komunikativnost in odgovornost. Izkušnje so zaželene, niso pa pogoj. Z delom lahko nastopite takoj. Za prijavo pokličite na kontakt podjetja. "
strežba,6.00,izola,1,po dogovoru,po dogovoru,začasno in občasno delo,Potrebujejo polnoletno osebo za strežbo pijač in prigrizkov z izkušnjami. 
